,Loss,Epsilon,Reward
0,0.15222474932670593,0.9823,-0.8983050847457628
1,0.09222880005836487,0.9823,-0.8983050847457628
2,0.17488868534564972,0.9823,-0.8983050847457628
3,0.06063248962163925,0.9823,-0.9
4,0.1606326401233673,0.982,-0.9
5,0.15846319496631622,0.982,-0.9
6,0.1445067673921585,0.982,-0.9
7,0.06427135318517685,0.982,-0.9
8,0.1104736328125,0.982,-0.9
9,0.08537453413009644,0.982,-0.9016393442622951
10,0.0935896784067154,0.9817,-0.9016393442622951
11,0.1118968054652214,0.9817,-0.9016393442622951
12,0.08842787891626358,0.9817,-0.9016393442622951
13,0.10049234330654144,0.9817,-0.9016393442622951
14,0.07922935485839844,0.9817,-0.9016393442622951
15,0.13113948702812195,0.9817,-0.9016393442622951
16,0.15440914034843445,0.9817,-0.9016393442622951
17,0.10415718704462051,0.9817,-0.9032258064516129
18,0.12760531902313232,0.9814,-0.9032258064516129
19,0.07575967907905579,0.9814,-0.9032258064516129
20,0.08487245440483093,0.9814,-0.9032258064516129
21,0.11801046133041382,0.9814,-0.9032258064516129
22,0.09710105508565903,0.9814,-0.9032258064516129
23,0.10487760603427887,0.9814,-0.9047619047619048
24,0.04013974219560623,0.9811,-0.9047619047619048
25,0.08846446871757507,0.9811,-0.9047619047619048
26,0.0634060874581337,0.9811,-0.9047619047619048
27,0.06932109594345093,0.9811,-0.9047619047619048
28,0.04052869230508804,0.9811,-0.9047619047619048
29,0.05466368794441223,0.9811,-0.90625
30,0.11158603429794312,0.9808,-0.90625
31,0.05422063171863556,0.9808,-0.90625
32,0.03664040565490723,0.9808,-0.90625
33,0.027475450187921524,0.9808,-0.90625
34,0.053959742188453674,0.9808,-0.90625
35,0.049504540860652924,0.9808,-0.9076923076923077
36,0.05286382883787155,0.9805,-0.9076923076923077
37,0.040404681116342545,0.9805,-0.9076923076923077
38,0.053465235978364944,0.9805,-0.9076923076923077
39,0.01255603414028883,0.9805,-0.9076923076923077
40,0.03768758475780487,0.9805,-0.9076923076923077
41,0.015974106267094612,0.9805,-0.9090909090909091
42,0.016642434522509575,0.9802,-0.9090909090909091
43,0.062385983765125275,0.9802,-0.9090909090909091
44,0.08350443094968796,0.9802,-0.9090909090909091
45,0.011067917570471764,0.9802,-0.9090909090909091
46,0.0421101450920105,0.9802,-0.9090909090909091
47,0.013101207092404366,0.9802,-0.9104477611940298
48,0.010691121220588684,0.9799,-0.9104477611940298
49,0.016595758497714996,0.9799,-0.9104477611940298
50,0.004828948527574539,0.9799,-0.9104477611940298
51,0.0040083983913064,0.9799,-0.9104477611940298
52,0.019923947751522064,0.9799,-0.9104477611940298
53,0.03512489050626755,0.9799,-0.9117647058823529
54,0.07080915570259094,0.9796,-0.9117647058823529
55,0.056901562958955765,0.9796,-0.9117647058823529
56,0.020489118993282318,0.9796,-0.9117647058823529
57,0.024958033114671707,0.9796,-0.9117647058823529
58,0.014594300650060177,0.9796,-0.9117647058823529
59,0.012270083650946617,0.9796,-0.9130434782608695
60,0.009014887735247612,0.9793,-0.9130434782608695
61,0.06221209466457367,0.9793,-0.9130434782608695
62,0.04900577291846275,0.9793,-0.9130434782608695
63,0.06542681902647018,0.9793,-0.9130434782608695
64,0.004957393743097782,0.9793,-0.9130434782608695
65,0.03793913498520851,0.9793,-0.9142857142857143
66,0.030619192868471146,0.979,-0.9142857142857143
67,0.051717184484004974,0.979,-0.9142857142857143
68,0.055607907474040985,0.979,-0.9142857142857143
69,0.001488919253461063,0.979,-0.9142857142857143
70,0.006361962296068668,0.979,-0.9142857142857143
71,0.027432788163423538,0.979,-0.9154929577464789
72,0.032539188861846924,0.9787,-0.9154929577464789
73,0.03495093062520027,0.9787,-0.9154929577464789
74,0.03929569572210312,0.9787,-0.9154929577464789
75,0.02772168256342411,0.9787,-0.9154929577464789
76,0.010097043588757515,0.9787,-0.9154929577464789
77,0.027793189510703087,0.9787,-0.9166666666666666
78,0.0322524830698967,0.9784,-0.9166666666666666
79,0.012759601697325706,0.9784,-0.9166666666666666
80,0.033058542758226395,0.9784,-0.9166666666666666
81,0.0370807945728302,0.9784,-0.9166666666666666
82,0.03575609624385834,0.9784,-0.9166666666666666
83,0.05484027415513992,0.9784,-0.9166666666666666
84,0.019201599061489105,0.9784,-0.9178082191780822
85,0.0694897323846817,0.9781,-0.9178082191780822
86,0.02988189086318016,0.9781,-0.9178082191780822
87,0.0347880981862545,0.9781,-0.9178082191780822
88,0.06546735763549805,0.9781,-0.9178082191780822
89,0.055596973747015,0.9781,-0.9178082191780822
90,0.06493955850601196,0.9781,-0.9178082191780822
91,0.07153349369764328,0.9781,-0.9178082191780822
92,0.028228510171175003,0.9781,-0.9178082191780822
93,0.039332449436187744,0.9781,-0.9178082191780822
94,0.05020587891340256,0.9781,-0.9178082191780822
95,0.0787891298532486,0.9781,-0.9178082191780822
96,0.04370211437344551,0.9781,-0.9178082191780822
97,0.0456751212477684,0.9781,-0.9178082191780822
98,0.021691303700208664,0.9781,-0.9178082191780822
99,0.05554939806461334,0.9781,-0.9178082191780822
100,0.02351587824523449,0.9781,-0.918918918918919
101,0.03704299032688141,0.9778,-0.918918918918919
102,0.014595899730920792,0.9778,-0.918918918918919
103,0.023296145722270012,0.9778,-0.918918918918919
104,0.02610073797404766,0.9778,-0.918918918918919
105,0.05257946625351906,0.9778,-0.918918918918919
106,0.015965759754180908,0.9778,-0.92
107,0.042696285992860794,0.9775,-0.92
108,0.027530618011951447,0.9775,-0.92
109,0.02013554610311985,0.9775,-0.92
110,0.014273982495069504,0.9775,-0.92
111,0.027725210413336754,0.9775,-0.92
112,0.0227168221026659,0.9775,-0.9210526315789473
113,0.05946139246225357,0.9772,-0.9210526315789473
114,0.0244508795440197,0.9772,-0.9210526315789473
115,0.04435589164495468,0.9772,-0.9210526315789473
116,0.032763343304395676,0.9772,-0.9210526315789473
117,0.055057890713214874,0.9772,-0.9210526315789473
118,0.06208937242627144,0.9772,-0.9210526315789473
119,0.054679982364177704,0.9772,-0.9210526315789473
120,0.027756506577134132,0.9772,-0.9210526315789473
121,0.04692766070365906,0.9772,-0.9210526315789473
122,0.0594756044447422,0.9772,-0.9210526315789473
123,0.035013630986213684,0.9772,-0.9210526315789473
124,0.0449855737388134,0.9772,-0.9210526315789473
125,0.0317540168762207,0.9772,-0.9210526315789473
126,0.03908669203519821,0.9772,-0.9210526315789473
127,0.03976525366306305,0.9772,-0.9210526315789473
128,0.06436468660831451,0.9772,-0.922077922077922
129,0.05775167793035507,0.9769,-0.922077922077922
130,0.022603344172239304,0.9769,-0.922077922077922
131,0.022110041230916977,0.9769,-0.922077922077922
132,0.038915328681468964,0.9769,-0.922077922077922
133,0.019573703408241272,0.9769,-0.922077922077922
134,0.0376528725028038,0.9769,-0.922077922077922
135,0.019567079842090607,0.9769,-0.9230769230769231
136,0.023327026516199112,0.9766,-0.9230769230769231
137,0.04445549100637436,0.9766,-0.9230769230769231
138,0.0553893968462944,0.9766,-0.9230769230769231
139,0.017402442172169685,0.9766,-0.9230769230769231
140,0.02799709513783455,0.9766,-0.9230769230769231
141,0.028964856639504433,0.9766,-0.9240506329113924
142,0.03624339774250984,0.9763,-0.9240506329113924
143,0.018716461956501007,0.9763,-0.9240506329113924
144,0.027069346979260445,0.9763,-0.9240506329113924
145,0.012344426475465298,0.9763,-0.9240506329113924
146,0.026980258524417877,0.9763,-0.9240506329113924
147,0.03153848648071289,0.9763,-0.9240506329113924
148,0.025454849004745483,0.9763,-0.925
149,0.04874527454376221,0.976,-0.925
150,0.023767106235027313,0.976,-0.925
151,0.018888182938098907,0.976,-0.925
152,0.0413680337369442,0.976,-0.925
153,0.03617691248655319,0.976,-0.925
154,0.014317571185529232,0.976,-0.9259259259259259
155,0.027040928602218628,0.9757,-0.9259259259259259
156,0.014989575371146202,0.9757,-0.9259259259259259
157,0.01740908809006214,0.9757,-0.9259259259259259
158,0.011104358360171318,0.9757,-0.9259259259259259
159,0.035668034106492996,0.9757,-0.9259259259259259
