,Loss,Epsilon,Reward
0,0.7303622961044312,0.9811,-0.9682539682539683
1,0.22332212328910828,0.9811,-0.9682539682539683
2,0.40023452043533325,0.9811,-0.9682539682539683
3,0.5086021423339844,0.9811,-0.9682539682539683
4,0.22000928223133087,0.9811,-0.96875
5,0.25508877635002136,0.9808,-0.96875
6,0.0069138179533183575,0.9808,-0.96875
7,0.5601551532745361,0.9808,-0.96875
8,0.14528894424438477,0.9808,-0.96875
9,0.19990718364715576,0.9808,-0.96875
10,0.02936870977282524,0.9808,-0.96875
11,0.038555681705474854,0.9808,-0.9692307692307692
12,0.02271893434226513,0.9805,-0.9692307692307692
13,0.20040450990200043,0.9805,-0.9692307692307692
14,0.2607734799385071,0.9805,-0.9692307692307692
15,0.15706279873847961,0.9805,-0.9692307692307692
16,0.23137573897838593,0.9805,-0.9692307692307692
17,0.15175898373126984,0.9805,-0.9696969696969697
18,0.16290637850761414,0.9802,-0.9696969696969697
19,0.17977073788642883,0.9802,-0.9696969696969697
20,0.07530559599399567,0.9802,-0.9696969696969697
21,0.07811278849840164,0.9802,-0.9696969696969697
22,0.1438625305891037,0.9802,-0.9696969696969697
23,0.05834079906344414,0.9802,-0.9701492537313433
24,0.24917194247245789,0.9799,-0.9701492537313433
25,0.04792302846908569,0.9799,-0.9701492537313433
26,0.02124396339058876,0.9799,-0.9701492537313433
27,0.14668205380439758,0.9799,-0.9701492537313433
28,0.09630367904901505,0.9799,-0.9701492537313433
29,0.2091318815946579,0.9799,-0.9705882352941176
30,0.012091108597815037,0.9796,-0.9705882352941176
31,0.37049493193626404,0.9796,-0.9705882352941176
32,0.01610685884952545,0.9796,-0.9705882352941176
33,0.00827778410166502,0.9796,-0.9705882352941176
34,0.10436122119426727,0.9796,-0.9705882352941176
35,0.11389937996864319,0.9796,-0.9710144927536232
36,0.011545551009476185,0.9793,-0.9710144927536232
37,0.01000666432082653,0.9793,-0.9710144927536232
38,0.18136203289031982,0.9793,-0.9710144927536232
39,0.025964297354221344,0.9793,-0.9710144927536232
40,0.10312403738498688,0.9793,-0.9710144927536232
41,0.09978702664375305,0.9793,-0.9714285714285714
42,0.023733222857117653,0.979,-0.9714285714285714
43,0.022749533876776695,0.979,-0.9714285714285714
44,0.2950689196586609,0.979,-0.9714285714285714
45,0.03938102722167969,0.979,-0.9714285714285714
46,0.020661694929003716,0.979,-0.9714285714285714
47,0.029240652918815613,0.979,-0.971830985915493
48,0.01817692071199417,0.9787,-0.971830985915493
49,0.01395567599684,0.9787,-0.971830985915493
50,0.07810841500759125,0.9787,-0.971830985915493
51,0.010601470246911049,0.9787,-0.971830985915493
52,0.0876157134771347,0.9787,-0.971830985915493
53,0.008604566566646099,0.9787,-0.9722222222222222
54,0.005755643360316753,0.9784,-0.9722222222222222
55,0.0077021075412631035,0.9784,-0.9722222222222222
56,0.005282877944409847,0.9784,-0.9722222222222222
57,0.09724458307027817,0.9784,-0.9722222222222222
58,0.008749752305448055,0.9784,-0.9722222222222222
59,0.08211743086576462,0.9784,-0.9726027397260274
60,0.09360463917255402,0.9781,-0.9726027397260274
61,0.16383838653564453,0.9781,-0.9726027397260274
62,0.01455080695450306,0.9781,-0.9726027397260274
63,0.055625803768634796,0.9781,-0.9726027397260274
64,0.024558838456869125,0.9781,-0.9726027397260274
65,0.049816541373729706,0.9781,-0.972972972972973
66,0.06509999930858612,0.9778,-0.972972972972973
67,0.015435650944709778,0.9778,-0.972972972972973
68,0.01728515326976776,0.9778,-0.972972972972973
69,0.024829203262925148,0.9778,-0.972972972972973
70,0.018408698961138725,0.9778,-0.972972972972973
71,0.015210526064038277,0.9778,-0.9733333333333334
72,0.023573294281959534,0.9775,-0.9733333333333334
73,0.0460510328412056,0.9775,-0.9733333333333334
74,0.01818680204451084,0.9775,-0.9733333333333334
75,0.16378875076770782,0.9775,-0.9733333333333334
76,0.016311930492520332,0.9775,-0.9733333333333334
77,0.13993781805038452,0.9775,-0.9736842105263158
78,0.0909014567732811,0.9772,-0.9736842105263158
79,0.01648290827870369,0.9772,-0.9736842105263158
80,0.1070505827665329,0.9772,-0.9736842105263158
81,0.010554831475019455,0.9772,-0.9736842105263158
82,0.009534882381558418,0.9772,-0.9736842105263158
83,0.017575692385435104,0.9772,-0.974025974025974
84,0.12156300246715546,0.9769,-0.974025974025974
85,0.06737634539604187,0.9769,-0.974025974025974
86,0.04222756624221802,0.9769,-0.974025974025974
87,0.021430855616927147,0.9769,-0.974025974025974
88,0.028383374214172363,0.9769,-0.974025974025974
89,0.029316546395421028,0.9769,-0.9743589743589743
90,0.025847360491752625,0.9766,-0.9743589743589743
91,0.2828139364719391,0.9766,-0.9743589743589743
92,0.034594155848026276,0.9766,-0.9743589743589743
93,0.22829577326774597,0.9766,-0.9743589743589743
94,0.027070600539445877,0.9766,-0.9743589743589743
95,0.08281868696212769,0.9766,-0.9746835443037974
96,0.04658971726894379,0.9763,-0.9746835443037974
97,0.15176349878311157,0.9763,-0.9746835443037974
98,0.09133197367191315,0.9763,-0.9746835443037974
99,0.039270177483558655,0.9763,-0.9746835443037974
100,0.014059923589229584,0.9763,-0.9746835443037974
101,0.03129066154360771,0.9763,-0.975
102,0.031553931534290314,0.976,-0.975
103,0.15279722213745117,0.976,-0.975
104,0.033451177179813385,0.976,-0.975
105,0.15565791726112366,0.976,-0.975
106,0.028208628296852112,0.976,-0.975
107,0.1277824193239212,0.976,-0.9753086419753086
108,0.009007778018712997,0.9757,-0.9753086419753086
109,0.012771577574312687,0.9757,-0.9753086419753086
110,0.012787693180143833,0.9757,-0.9753086419753086
111,0.0632614865899086,0.9757,-0.9753086419753086
112,0.06106676161289215,0.9757,-0.9753086419753086
113,0.019913215190172195,0.9757,-0.975609756097561
114,0.07491549849510193,0.9754,-0.975609756097561
115,0.03932386636734009,0.9754,-0.975609756097561
116,0.024301443248987198,0.9754,-0.975609756097561
117,0.039107754826545715,0.9754,-0.975609756097561
118,0.02998366579413414,0.9754,-0.975609756097561
119,0.037871070206165314,0.9754,-0.975609756097561
120,0.029822979122400284,0.9754,-0.9759036144578314
121,0.12970802187919617,0.9751,-0.9759036144578314
122,0.0978313460946083,0.9751,-0.9759036144578314
123,0.10817229747772217,0.9751,-0.9759036144578314
124,0.10715862363576889,0.9751,-0.9759036144578314
125,0.32824966311454773,0.9751,-0.9759036144578314
126,0.0741632878780365,0.9751,-0.9759036144578314
127,0.03532081097364426,0.9751,-0.9759036144578314
128,0.019789500162005424,0.9751,-0.9759036144578314
